Mass,Raideur,Friction,Amplitude,Time_Stop
100,48000,1700,3.00529047597754,0.15780486368721663
100,49000,1700,3.0052083155789733,0.1554495672142731
100,50000,1700,3.005126155937823,0.1554495672142731
100,51000,1700,3.005043997054084,0.15309427074132956
100,52000,1700,3.0049618389277515,0.15073897426838606
100,53000,1700,3.0048796815588226,0.1483836777954425
100,54000,1700,3.0047975249472927,0.14838367779544254
100,55000,1700,3.004715369093157,0.14602838132249896
100,56000,1700,3.0046332139964123,0.14367308484955543
100,57000,1700,3.0045510596570537,0.14367308484955543
100,58000,1700,3.0044689060750773,0.1413177883766119
100,59000,1700,3.0043867532504787,0.1413177883766119
100,60000,1700,3.0043046011832537,0.13896249190366838
100,61000,1700,3.004222449873398,0.13660719543072486
100,62000,1700,3.004140299320908,0.13660719543072483
100,63000,1700,3.0040581495257785,0.13425189895778133
100,64000,1700,3.0039760004880067,0.1342518989577813
100,65000,1700,3.0038938522075873,0.13189660248483778
100,66000,1700,3.0038117046845163,0.13189660248483778
100,67000,1700,3.0037295579187897,0.12954130601189426
100,68000,1700,3.0036474119104035,0.12954130601189426
100,69000,1700,3.003565266659353,0.1271860095389507
100,70000,1700,3.003483122165634,0.1271860095389507
100,71000,1700,3.0034009784292426,0.1271860095389507
100,72000,1700,3.003318835450175,0.12483071306600718
100,73000,1700,3.0032366932284265,0.12483071306600718
100,74000,1700,3.0031545517639926,0.12247541659306363
100,75000,1700,3.003072411056869,0.12247541659306366
100,76000,1700,3.0029902711070524,0.12247541659306366
100,77000,1700,3.002908131914539,0.12012012012012015
100,78000,1700,3.0028259934793224,0.12012012012012012
100,79000,1700,3.0027438558014006,0.11776482364717657
100,10000,1900,3.0226986471527484,1.0178599652283862
100,11000,1900,3.0209805345929195,0.7186133501922974
100,12000,1900,3.0194171626321475,0.5858490069016384
100,13000,1900,3.017973511988624,0.5078762973499815
100,14000,1900,3.0169602777202975,0.4530846636109793
100,15000,1900,3.0159471620487346,0.4151519940993625
100,16000,1900,3.014934164965551,0.38354143617301506
100,17000,1900,3.0140111899763693,0.35825298983193715
100,18000,1900,3.0134340353407323,0.3392866550761287
100,19000,1900,3.012856918816788,0.32032032032032026
100,20000,1900,3.012279840403018,0.30556872662135814
100,21000,1900,3.0117028000979063,0.2929245034508193
100,22000,1900,3.0111257978999335,0.2823876508087034
100,23000,1900,3.0105488338075843,0.2718507981665875
100,24000,1900,3.0099719078193403,0.26131394552447174
100,25000,1900,3.009704792856661,0.2528844634107792
100,26000,1900,3.0094450202086978,0.2465623518255097
100,27000,1900,3.0091852552070426,0.23813286971181705
100,28000,1900,3.0089254978515587,0.23181075812654758
100,29000,1900,3.008665748142112,0.22759601706970126
100,30000,1900,3.008406006078566,0.22127390548443174
100,31000,1900,3.0081462716607854,0.2170591644275854
100,32000,1900,3.007886544888635,0.21073705284231598
100,33000,1900,3.007626825761979,0.20652231178546965
100,34000,1900,3.007367114280682,0.20230757072862338
100,35000,1900,3.007107410444609,0.19809282967177697
100,36000,1900,3.006847714253624,0.1938780886149307
100,37000,1900,3.0065880257075914,0.19177071808650753
100,38000,1900,3.0063283448063762,0.1875559770296612
100,39000,1900,3.0060686715498424,0.1854486065012381
100,40000,1900,3.0058090059378553,0.18123386544439174
100,41000,1900,3.005565723544511,0.17912649491596858
100,42000,1900,3.005499947637516,0.1770191243875454
100,43000,1900,3.0054341722159488,0.17280438333069914
100,44000,1900,3.005368397279806,0.17069701280227595
100,45000,1900,3.0053026228290864,0.16858964227385279
100,46000,1900,3.0052368488637873,0.16648227174542965
100,47000,1900,3.005171075383906,0.16437490121700646
100,48000,1900,3.005105302389442,0.1622675306885833
100,49000,1900,3.005039529880391,0.16016016016016013
100,50000,1900,3.004973757856753,0.15805278963173697
100,51000,1900,3.0049079863185244,0.15594541910331383
100,52000,1900,3.0048422152657035,0.15383804857489067
100,53000,1900,3.004776444698288,0.1517306780464675
100,54000,1900,3.0047106746162764,0.14962330751804437
100,55000,1900,3.0046449050196653,0.1496233075180443
100,56000,1900,3.0045791359084535,0.14751593698962118
100,57000,1900,3.0045133672826387,0.145408566461198
100,58000,1900,3.004447599142219,0.14330119593277485
100,59000,1900,3.0043818314871915,0.14330119593277485
100,60000,1900,3.004316064317554,0.1411938254043517
100,61000,1900,3.0042502976333054,0.13908645487592858
100,62000,1900,3.0041845314344426,0.13908645487592855
100,63000,1900,3.0041187657209645,0.13697908434750541
100,64000,1900,3.004053000492868,0.1369790843475054
100,65000,1900,3.003987235750151,0.13487171381908222
100,66000,1900,3.003921471492811,0.13276434329065906
100,67000,1900,3.003855707720847,0.13276434329065906
100,68000,1900,3.0037899444342564,0.1306569727622359
100,69000,1900,3.0037241816330362,0.1306569727622359
100,70000,1900,3.0036584193171856,0.12854960223381273
100,71000,1900,3.0035926574867013,0.12854960223381273
100,72000,1900,3.0035268961415817,0.1264422317053896
100,73000,1900,3.003461135281825,0.1264422317053896
100,74000,1900,3.003395374907428,0.12433486117696642
100,75000,1900,3.0033296150183895,0.12433486117696642
100,76000,1900,3.0032638556147067,0.12222749064854327
100,77000,1900,3.0031980966963783,0.12222749064854327
100,78000,1900,3.003132338263401,0.12222749064854327
100,79000,1900,3.003066580315774,0.1201201201201201
100,12000,2100,3.019189633646888,1.016254349587683
100,13000,2100,3.0179101207640593,0.7169073835740504
100,14000,2100,3.0166307988930434,0.5853472520139187
100,15000,2100,3.0157412564737776,0.5071738405071737
100,16000,2100,3.014912037335665,0.4537871204537871
100,17000,2100,3.014082897657165,0.413747080413747
